STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES
Goa,SOUTH GOA,2013,9,17,1,38,0,38,58,39,19,5,0,20,166,439,135,304,55,31,96,4,16,117,0,59,18,23,0,91,454,1717
Goa,ZZ TOTAL,2013,36,48,2,86,0,86,108,70,38,11,0,37,385,1138,354,784,127,92,199,19,39,349,0,162,54,40,0,205,1175,4312
Gujarat,AHMEDABAD COMMR.,2013,96,68,2,116,0,116,458,353,105,16,1,582,674,3449,2091,1358,151,227,255,24,24,1342,20,180,8,1756,0,268,11541,21258
Gujarat,AHMEDABAD RURAL,2013,38,51,2,17,0,17,67,62,5,19,0,35,94,219,84,135,70,38,23,3,8,244,0,33,0,167,0,327,2595,4050
Gujarat,AHWA-DANG,2013,6,1,0,4,0,4,6,5,1,0,0,0,9,10,2,8,3,1,5,1,0,19,0,7,1,20,0,27,128,248
Gujarat,AMRELI,2013,30,9,3,11,0,11,64,60,4,1,0,11,78,95,52,43,30,22,5,10,12,256,0,16,2,157,0,112,1305,2229
Gujarat,ANAND,2013,27,17,2,12,0,12,76,70,6,4,1,14,98,241,155,86,35,31,31,2,14,258,1,20,4,162,0,236,1530,2816
Gujarat,BHARUCH,2013,38,9,0,23,0,23,44,41,3,10,0,17,170,403,197,206,38,71,4,3,4,260,0,30,0,53,0,334,1245,2756
Gujarat,BHAVNAGAR,2013,52,31,1,17,0,17,109,100,9,6,3,40,157,388,198,190,75,23,49,4,32,551,1,50,7,220,0,4,2590,4410
Gujarat,CID CRIME,2013,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,4,8
Gujarat,DAHOD,2013,31,8,0,14,0,14,81,75,6,30,2,53,183,239,156,83,44,6,6,0,9,221,0,15,0,1,0,198,403,1544
Gujarat,GANDHINAGAR,2013,21,9,1,22,0,22,71,61,10,3,0,24,110,381,189,192,34,10,50,8,2,181,0,31,6,200,0,195,5574,6933
Gujarat,HIMATNAGAR,2013,43,6,5,14,0,14,76,74,2,8,1,11,118,252,105,147,45,17,37,5,8,148,0,33,8,304,0,294,8828,10261
Gujarat,JAMNAGAR,2013,42,37,2,27,0,27,64,46,18,9,0,24,146,404,180,224,90,31,16,2,10,785,1,26,3,480,0,3,2045,4247
Gujarat,JUNAGADH,2013,36,19,1,29,0,29,84,76,8,5,1,22,151,245,111,134,131,37,37,9,15,445,1,52,12,461,0,232,2074,4099
Gujarat,KHEDA NORTH,2013,30,30,2,14,0,14,72,64,8,7,0,3,64,155,89,66,36,22,27,0,5,263,0,21,1,148,0,281,3657,4838
Gujarat,KUTCH (EAST(G)),2013,31,16,0,25,0,25,51,41,10,4,0,20,212,323,159,164,41,24,31,1,9,303,0,34,0,249,0,9,1427,2810
Gujarat,KUTCH (WEST-BHUJ),2013,20,20,0,28,0,28,35,26,9,5,0,14,114,252,81,171,60,26,5,3,11,201,0,29,0,200,0,1,1097,2121
Gujarat,MEHSANA,2013,23,18,0,11,0,11,139,124,15,16,1,55,176,551,246,305,83,40,51,3,8,407,0,37,0,321,0,181,5375,7496
Gujarat,NARMADA,2013,14,2,0,7,0,7,24,21,3,0,0,1,26,50,31,19,12,8,5,1,3,89,0,15,0,10,0,77,383,727
Gujarat,NAVSARI,2013,14,11,0,9,0,9,39,31,8,8,1,8,108,272,165,107,17,56,18,3,1,103,0,13,1,88,0,0,967,1737
Gujarat,PALANPUR,2013,38,46,0,62,0,62,104,94,10,19,0,63,222,474,240,234,76,27,74,5,18,549,0,96,3,377,0,279,2948,5480
Gujarat,PANCHMAHAL,2013,59,15,2,16,0,16,96,96,0,18,1,8,132,257,171,86,48,18,26,3,23,318,0,46,0,217,0,316,1944,3563
Gujarat,PATAN,2013,14,9,0,19,0,19,74,74,0,17,0,33,92,283,133,150,63,27,24,10,11,340,0,47,1,174,0,133,2306,3677
Gujarat,PORBANDAR,2013,12,6,0,6,0,6,16,14,2,1,1,5,24,65,26,39,21,12,10,1,5,86,0,6,0,79,0,41,441,838
Gujarat,RAJKOT COMMR.,2013,36,26,3,14,0,14,63,47,16,4,0,41,252,853,633,220,69,93,24,7,21,386,1,18,4,254,0,119,1284,3572
Gujarat,RAJKOT RURAL,2013,43,9,3,30,0,30,83,74,9,6,0,31,163,388,224,164,76,87,6,4,10,342,1,41,2,404,0,359,2595,4683
Gujarat,SURAT COMMR.,2013,99,30,9,76,0,76,309,195,114,11,3,56,364,1570,941,629,59,25,187,10,6,386,2,91,0,491,0,213,20310,24307
Gujarat,SURAT RURAL,2013,46,8,3,19,0,19,36,27,9,16,0,23,142,449,215,234,33,20,40,5,3,147,1,15,0,114,0,368,1754,3242
Gujarat,SURENDRANAGAR,2013,32,30,2,18,0,18,71,66,5,9,1,18,122,303,124,179,76,36,11,3,7,382,0,51,7,133,0,224,1286,2822
Gujarat,TAPI,2013,17,2,2,8,0,8,17,17,0,1,0,2,34,88,37,51,7,12,14,1,5,52,0,13,0,12,0,129,406,822
Gujarat,VADODARA COMMR.,2013,20,34,2,19,0,19,82,68,14,10,1,151,422,1221,849,372,93,20,194,3,8,367,0,107,7,417,0,175,9433,12786
Gujarat,VADODARA RURAL,2013,70,13,1,25,0,25,72,71,1,17,0,17,88,305,217,88,58,24,26,6,9,227,0,29,0,110,0,433,1909,3439
Gujarat,VALSAD,2013,24,10,0,19,0,19,73,49,24,6,0,33,224,450,252,198,36,77,24,3,3,206,0,33,0,28,0,294,1170,2713
Gujarat,W.RLY AHMEDABAD,2013,11,2,0,0,0,0,7,5,2,1,0,7,7,264,30,234,2,0,6,0,0,30,0,2,0,5,0,0,37,381
Gujarat,W.RLY VADODARA,2013,5,1,1,1,0,1,2,2,0,1,0,7,4,414,15,399,3,2,2,1,0,23,0,6,0,0,0,2,47,522
Gujarat,ZZ TOTAL,2013,1118,603,49,732,0,732,2666,2230,436,288,18,1429,4980,15313,8398,6915,1715,1172,1324,144,304,9917,29,1243,77,7812,0,5864,100638,157435
Haryana,AMBALA RURAL,2013,17,5,1,17,0,17,67,58,9,4,2,10,92,195,89,106,0,6,47,1,4,67,3,32,0,79,0,122,339,1110
Haryana,AMBALA URBAN,2013,17,15,2,24,0,24,159,92,67,7,1,13,394,438,267,171,3,64,79,0,6,91,1,48,18,170,0,122,583,2255
Haryana,BHIWANI,2013,62,49,0,52,0,52,169,118,51,6,5,36,411,741,483,258,174,15,167,0,24,253,20,97,36,144,0,183,1233,3877
Haryana,FARIDABAD,2013,60,59,3,65,0,65,155,115,40,6,7,34,392,1763,1495,268,183,170,53,2,4,135,22,90,56,255,0,221,1529,5264
Haryana,FATEHABAD,2013,25,20,2,30,0,30,47,41,6,6,1,9,176,258,169,89,21,6,83,1,4,134,2,46,25,193,0,97,788,1974
Haryana,GRP,2013,19,1,0,2,0,2,9,7,2,1,2,20,1,415,99,316,11,6,5,1,0,18,3,18,51,0,0,16,551,1150
Haryana,GURGAON,2013,87,72,5,82,0,82,263,184,79,31,16,137,667,4330,3323,1007,159,98,257,3,10,125,18,97,42,290,0,445,2495,9729
Haryana,HISSAR,2013,55,62,2,61,0,61,114,97,17,8,5,63,468,1182,782,400,107,22,178,2,25,221,17,118,31,319,0,208,2164,5432
Haryana,I&P HARYANA,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,649
Haryana,JHAJJAR,2013,43,36,5,17,0,17,50,38,12,2,2,28,162,452,254,198,29,13,65,0,6,111,22,44,16,109,0,225,591,2028
Haryana,JIND,2013,58,30,11,38,0,38,100,73,27,2,3,33,308,726,490,236,167,54,35,1,12,174,9,69,34,121,0,169,769,2923
Haryana,KAITHAL,2013,31,14,1,26,0,26,106,72,34,6,1,16,181,325,236,89,0,46,21,2,2,167,4,39,11,146,0,133,527,1805
Haryana,KARNAL,2013,56,33,3,72,0,72,362,218,144,6,3,54,459,975,681,294,37,7,224,2,15,214,12,181,21,213,0,254,1099,4302
Haryana,KURUKSHETRA,2013,20,23,1,25,0,25,56,56,0,0,1,25,288,641,467,174,0,14,104,0,5,129,8,70,26,137,0,195,867,2635
Haryana,MAHENDRAGARH,2013,45,13,2,28,0,28,69,53,16,10,2,21,182,360,181,179,91,21,20,0,10,107,9,81,48,84,0,116,641,1960
Haryana,MEWAT,2013,32,58,2,68,0,68,44,33,11,10,20,18,59,536,392,144,171,13,97,0,5,67,10,46,7,198,0,154,812,2427
Haryana,PALWAL,2013,40,54,5,51,0,51,66,49,17,4,4,28,128,695,503,192,165,36,28,0,1,148,12,77,23,192,0,184,806,2747
Haryana,PANCHKULA,2013,12,2,1,15,0,15,163,102,61,7,4,21,212,464,328,136,13,13,136,0,2,44,4,41,9,80,0,90,457,1790
Haryana,PANIPAT,2013,59,25,3,52,0,52,144,114,30,9,2,31,232,890,738,152,32,9,119,0,7,144,14,60,19,118,0,266,1064,3299
Haryana,REWARI,2013,35,37,0,43,0,43,67,48,19,15,4,52,226,727,542,185,58,46,25,1,12,112,13,62,52,117,0,204,795,2703
Haryana,ROHTAK,2013,63,47,3,51,0,51,80,57,23,2,6,39,325,830,649,181,90,16,67,0,7,151,17,55,39,127,0,213,875,3103
Haryana,SIRSA,2013,34,28,2,64,0,64,140,113,27,1,0,15,228,524,342,182,46,14,35,1,9,239,5,58,13,187,2,119,1061,2825
Haryana,SONIPAT,2013,81,61,1,50,0,50,69,57,12,5,12,49,327,754,516,238,3,16,96,2,17,179,27,71,48,167,0,358,1177,3570
Haryana,YAMUNANAGAR,2013,31,37,0,38,0,38,273,162,111,6,2,11,203,399,337,62,0,5,89,1,2,141,11,60,18,171,0,148,895,2541
Haryana,ZZ TOTAL,2013,982,781,55,971,0,971,2772,1957,815,154,105,763,6121,18620,13363,5257,1560,710,2030,20,189,3171,263,1560,643,3617,2,4242,22767,72098
Himachal Pradesh,BADDIPOLICEDIST,2013,10,4,1,6,0,6,24,23,1,1,0,0,30,42,24,18,31,21,19,0,1,174,0,17,1,20,0,60,149,611
Himachal Pradesh,BILASPUR,2013,4,12,0,13,0,13,51,43,8,1,0,0,69,49,14,35,29,13,32,0,10,60,0,32,23,32,0,27,674,1131
Himachal Pradesh,CHAMBA,2013,5,3,0,19,0,19,14,13,1,0,0,0,66,46,12,34,38,7,14,1,6,59,0,31,1,7,0,44,333,694
Himachal Pradesh,CID,2013,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10
Himachal Pradesh,G.R.P.,2013,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0,5,0,0,0,0,0,0,0,1,0,0,0,0,12,20
Himachal Pradesh,HAMIRPUR,2013,6,2,0,12,0,12,16,11,5,0,0,0,66,45,23,22,16,8,41,1,3,163,0,31,20,23,0,41,379,873
Himachal Pradesh,KANGRA,2013,28,15,1,33,0,33,61,53,8,0,0,6,139,112,37,75,73,14,72,1,21,152,0,100,31,53,0,8,1964,2884
Himachal Pradesh,KINNAUR,2013,0,0,0,6,0,6,4,2,2,0,0,1,26,11,2,9,9,4,0,0,0,8,0,8,0,4,0,18,74,173
Himachal Pradesh,KULLU,2013,7,7,0,29,0,29,29,26,3,4,0,0,73,51,16,35,32,6,43,1,38,46,0,44,2,30,0,55,512,1009
Himachal Pradesh,LAHAUL-SPITI,2013,1,0,0,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,11,70,87
Himachal Pradesh,MANDI,2013,9,6,0,31,0,31,48,36,12,2,0,0,119,89,13,76,51,6,57,2,20,105,0,73,14,34,0,58,1107,1831
Himachal Pradesh,SHIMLA,2013,11,13,2,32,0,32,49,40,9,2,0,1,161,157,48,109,93,30,41,1,28,48,0,63,11,29,0,111,769,1652
Himachal Pradesh,SIRMAUR,2013,7,2,0,25,0,25,17,11,6,1,0,1,34,58,29,29,40,6,38,2,3,41,0,40,4,23,0,62,410,814
Himachal Pradesh,SOLAN,2013,5,0,1,17,0,17,16,14,2,1,0,3,97,79,38,41,26,12,29,0,3,238,0,19,1,16,0,52,270,885
Himachal Pradesh,UNA,2013,11,6,0,25,0,25,23,18,5,1,0,2,52,71,25,46,49,8,86,3,5,63,0,34,2,57,0,52,526,1076
Himachal Pradesh,ZZ TOTAL,2013,104,70,6,250,0,250,352,290,62,14,0,14,932,818,281,537,487,135,472,12,138,1157,0,493,111,328,0,599,7258,13750
Jammu & Kashmir,ANANTNAG,2013,8,14,0,19,0,19,93,88,5,2,0,4,88,71,15,56,162,4,26,2,16,3,0,129,26,4,0,29,726,1426
Jammu & Kashmir,AWANTIPORA,2013,4,8,0,5,0,5,14,14,0,0,0,3,18,12,1,11,23,1,8,1,1,0,0,18,4,1,0,21,190,332
Jammu & Kashmir,BANDIPORA,2013,4,8,3,8,0,8,51,50,1,0,0,0,30,33,1,32,109,7,13,1,4,0,0,47,9,5,0,0,321,653
Jammu & Kashmir,BARAMULLA,2013,8,17,0,19,0,19,95,92,3,0,0,12,75,97,20,77,219,7,23,0,15,8,0,135,18,13,0,0,696,1457
Jammu & Kashmir,BUDGAM,2013,4,31,4,11,0,11,63,61,2,0,0,2,85,110,13,97,198,5,18,1,20,0,0,26,13,2,0,19,606,1218
Jammu & Kashmir,CRIME JAMMU,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,19
Jammu & Kashmir,CRIME SRINAGAR,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,30
Jammu & Kashmir,DODA,2013,4,20,0,29,0,29,37,36,1,0,0,1,46,49,1,48,25,7,19,0,9,11,0,41,9,41,0,2,524,874
Jammu & Kashmir,GANDERBAL,2013,1,12,0,5,0,5,29,28,1,1,0,1,35,42,4,38,94,4,11,1,3,1,0,64,4,5,0,14,226,553
Jammu & Kashmir,HANDWARA,2013,2,12,0,10,0,10,30,28,2,0,0,0,14,55,0,55,45,2,7,0,2,4,0,77,5,5,0,2,241,513
Jammu & Kashmir,JAMMU,2013,11,91,2,50,0,50,96,96,0,0,0,2,312,398,219,179,89,42,130,7,26,11,5,72,53,92,0,111,2947,4547
Jammu & Kashmir,KARGIL,2013,1,0,1,0,0,0,1,1,0,0,0,0,4,4,0,4,14,1,1,0,0,0,0,1,0,0,0,12,68,108
Jammu & Kashmir,KATHUA,2013,6,13,0,20,0,20,27,24,3,0,0,0,67,73,29,44,19,7,19,0,5,11,0,37,15,21,0,2,836,1178
Jammu & Kashmir,KISHTWAR,2013,5,13,0,12,0,12,15,14,1,1,0,2,14,10,0,10,2,0,1,0,7,0,0,14,5,19,0,0,271,391
Jammu & Kashmir,KULGAM,2013,3,48,1,13,0,13,61,60,1,0,0,18,31,47,7,40,102,5,11,2,9,74,0,136,18,0,0,26,336,941
Jammu & Kashmir,KUPWARA,2013,5,25,0,19,0,19,54,51,3,0,0,2,29,76,1,75,144,5,17,4,11,2,0,47,14,10,0,11,315,790
Jammu & Kashmir,LEH,2013,0,1,0,2,0,2,0,0,0,0,0,0,9,8,0,8,0,2,1,0,0,0,0,2,1,0,0,0,130,156
Jammu & Kashmir,POONCH,2013,7,18,5,20,0,20,27,24,3,0,0,1,32,22,2,20,62,2,18,1,16,66,0,45,4,14,0,0,446,806
Jammu & Kashmir,PULWAMA,2013,8,8,0,10,0,10,28,28,0,0,0,4,11,20,1,19,79,8,7,2,8,64,0,19,9,3,0,8,133,429
Jammu & Kashmir,RAILWAYS JAMMU,2013,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,1,0,0,0,0,14,20
Jammu & Kashmir,RAILWAYS KASHMIR,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,10,0,0,0,0,0,0,0,2,0,0,0,5,19
Jammu & Kashmir,RAILWAYS KATRA,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Jammu & Kashmir,RAJOURI,2013,11,30,3,30,0,30,59,58,1,0,0,2,55,61,17,44,36,6,53,0,15,23,1,46,16,57,0,36,1274,1814
Jammu & Kashmir,RAMBAN,2013,6,15,0,13,0,13,21,21,0,0,0,0,20,34,11,23,3,4,7,0,4,10,0,21,6,9,0,7,557,737
Jammu & Kashmir,REASI,2013,5,9,3,13,0,13,19,17,2,0,0,0,24,27,4,23,24,5,7,0,3,10,0,5,8,14,0,0,528,704
Jammu & Kashmir,SAMBA,2013,5,23,1,5,0,5,8,8,0,0,0,0,29,28,12,16,41,0,16,0,8,5,1,23,7,12,0,0,565,777
Jammu & Kashmir,SHOPIAN,2013,6,17,0,5,0,5,17,17,0,0,0,3,13,81,2,79,46,2,7,2,6,0,0,27,4,2,0,7,142,387
Jammu & Kashmir,SOPORE,2013,13,24,1,15,0,15,34,34,0,0,0,0,71,113,3,110,43,4,12,0,5,2,0,63,3,5,0,0,170,578
Jammu & Kashmir,SRINAGAR,2013,16,38,4,22,0,22,90,86,4,2,0,30,232,333,206,127,115,19,97,2,25,16,0,266,90,72,0,59,1264,2792
Jammu & Kashmir,UDHAMPUR,2013,6,14,0,23,0,23,14,13,1,0,0,0,43,54,12,42,10,3,16,0,2,3,0,27,11,22,0,4,888,1140
Jammu & Kashmir,ZZ TOTAL,2013,150,510,28,378,0,378,983,949,34,6,0,87,1387,1862,583,1279,1714,155,590,26,221,324,7,1389,354,428,0,370,14421,25390
Jharkhand,BOKARO,2013,47,7,0,58,0,58,78,78,0,13,0,28,159,736,219,517,139,199,145,0,0,0,15,8,0,243,0,0,1759,3634
Jharkhand,CHAIBASA,2013,121,53,5,77,0,77,27,27,0,5,2,18,7,186,37,149,22,11,53,0,4,123,0,36,0,55,0,92,164,1061
Jharkhand,CHATRA,2013,42,1,1,25,0,25,29,25,4,11,0,14,30,114,32,82,53,9,26,0,6,25,10,16,0,19,0,95,536,1062
Jharkhand,DEOGHAR,2013,55,45,0,61,0,61,67,5,62,13,1,16,102,306,109,197,257,111,138,0,5,421,24,65,0,252,0,85,370,2394
Jharkhand,DHANBAD,2013,68,27,23,65,0,65,157,144,13,35,2,63,194,947,405,542,254,109,201,0,7,236,37,6,0,89,0,3,2245,4768
Jharkhand,DHANBAD RLY.,2013,10,0,0,0,0,0,7,5,2,7,0,7,1,263,19,244,1,0,3,0,0,0,0,11,0,0,0,0,99,409
Jharkhand,DUMKA,2013,79,43,4,41,0,41,38,26,12,8,0,14,60,226,60,166,107,12,49,0,23,298,10,15,0,73,0,112,605,1817
Jharkhand,GARHWA,2013,33,37,8,53,0,53,31,28,3,5,0,41,42,40,38,2,164,52,126,0,60,722,30,33,0,125,0,58,1028,2688
Jharkhand,GIRIDIH,2013,53,104,0,53,0,53,84,29,55,21,8,30,86,336,86,250,326,14,276,0,5,504,44,24,0,323,0,122,1965,4378
Jharkhand,GODDA,2013,65,0,0,44,0,44,58,28,30,2,0,12,31,144,46,98,38,15,13,0,4,0,8,0,0,0,0,0,1366,1800
Jharkhand,GUMLA,2013,183,27,8,59,0,59,39,34,5,1,0,23,14,86,26,60,16,3,14,0,13,198,1,15,0,17,0,89,123,929
Jharkhand,HAZARIBAGH,2013,77,28,7,63,0,63,72,62,10,19,3,26,75,336,134,202,172,16,94,2,5,180,28,35,0,50,0,176,1255,2719
Jharkhand,JAMSHEDPUR,2013,103,30,8,85,0,85,86,81,5,11,3,53,153,922,370,552,108,150,507,1,4,925,15,86,5,186,0,8,1278,4727
Jharkhand,JAMSHEDPUR RLY.,2013,7,0,1,3,0,3,1,1,0,2,0,7,5,146,19,127,0,2,3,0,0,0,1,4,0,0,0,0,37,219
Jharkhand,JAMTARA,2013,20,11,2,32,0,32,24,21,3,2,0,10,11,110,36,74,86,15,124,0,3,28,8,9,1,150,0,11,598,1255
Jharkhand,KHUNTI,2013,90,12,2,9,0,9,16,7,9,0,0,13,5,34,14,20,38,1,12,0,2,35,0,8,1,8,0,43,53,382
Jharkhand,KODERMA,2013,25,59,5,23,0,23,32,25,7,3,0,7,23,130,38,92,125,23,151,0,0,263,6,17,0,48,0,81,715,1736
Jharkhand,LATEHAR,2013,49,21,3,27,0,27,25,10,15,8,0,8,7,106,12,94,41,20,10,0,4,45,5,19,0,16,0,54,230,698
Jharkhand,LOHARDAGGA,2013,30,0,2,34,0,34,29,10,19,3,0,6,10,61,26,35,11,2,36,1,0,0,3,2,0,35,0,42,277,584
Jharkhand,PAKUR,2013,32,12,2,48,0,48,34,26,8,3,0,11,11,107,26,81,114,9,62,0,3,110,2,10,0,147,0,56,366,1139
Jharkhand,PALAMU,2013,88,64,0,31,0,31,53,24,29,18,0,44,84,230,67,163,142,14,107,0,4,511,22,18,0,31,0,88,679,2228
Jharkhand,RAMGARH,2013,25,45,4,36,0,36,40,35,5,8,0,15,21,217,67,150,47,36,96,0,0,257,14,18,9,25,0,113,187,1213
Jharkhand,RANCHI,2013,137,75,15,70,0,70,68,59,9,20,1,55,119,703,201,502,105,21,126,0,19,354,13,23,2,47,2,245,640,2860
Jharkhand,SAHEBGANJ,2013,53,17,2,145,0,145,120,83,37,0,1,6,36,113,38,75,70,29,115,3,7,603,5,13,0,104,0,51,445,1938
Jharkhand,SARAIKELA,2013,65,30,3,33,0,33,33,33,0,8,0,19,40,183,58,125,23,1,71,0,2,87,6,24,0,28,0,113,288,1057
Jharkhand,SIMDEGA,2013,73,26,2,29,0,29,23,20,3,6,2,22,13,57,12,45,6,10,19,0,5,47,0,9,0,13,0,51,100,513
Jharkhand,ZZ TOTAL,2013,1630,774,107,1204,0,1204,1271,926,345,232,23,568,1339,6839,2195,4644,2465,884,2577,7,185,5972,307,524,18,2084,2,1788,17408,48208
Karnataka,BAGALKOT,2013,52,33,1,30,0,30,18,11,7,9,5,22,147,197,113,84,292,4,84,0,7,231,3,86,2,46,0,0,1071,2340
Karnataka,BANGALORE COMMR.,2013,217,442,26,80,0,80,642,538,104,40,425,619,1404,10643,5356,5287,362,133,2987,33,16,3132,52,378,73,482,0,160,7972,30318
Karnataka,BANGALORE RURAL,2013,69,76,3,57,0,57,93,85,8,30,7,129,311,596,305,291,246,35,281,1,10,562,22,130,0,112,0,24,2869,5663
Karnataka,BELGAUM,2013,113,103,0,61,0,61,40,25,15,8,4,67,310,472,268,204,473,20,296,0,16,775,7,246,12,200,0,36,3335,6594
Karnataka,BELLARY,2013,57,41,0,36,0,36,58,23,35,7,1,53,177,351,205,146,206,25,214,0,3,414,5,99,0,58,0,3,1461,3269
Karnataka,BIDAR,2013,40,47,7,18,0,18,34,31,3,3,2,30,107,171,75,96,207,4,53,3,15,941,7,82,9,112,0,13,2058,3963
Karnataka,BIJAPUR,2013,66,45,3,28,0,28,37,21,16,6,4,27,118,145,84,61,205,4,54,0,11,383,2,94,0,92,0,0,1245,2569
Karnataka,CBPURA,2013,43,32,12,33,0,33,26,16,10,1,0,26,76,211,92,119,228,23,56,1,0,472,17,57,0,51,0,0,1007,2372
Karnataka,CHAMARAJNAGAR,2013,27,63,4,16,0,16,17,15,2,5,0,11,54,137,58,79,141,3,41,0,3,515,4,95,0,25,0,0,705,1866
Karnataka,CHICKMAGALUR,2013,38,37,6,21,1,20,36,36,0,7,0,20,106,162,75,87,154,13,71,1,0,577,7,141,0,69,0,0,1292,2758
Karnataka,CHITRADURGA,2013,31,42,1,31,0,31,28,27,1,4,1,25,130,213,98,115,193,7,62,0,17,782,7,178,0,64,0,4,2150,3970
Karnataka,DAKSHIN KANNADA,2013,17,24,0,14,0,14,17,15,2,6,1,29,109,100,33,67,164,1,52,0,11,292,0,72,2,45,0,5,1089,2050
Karnataka,DAVANAGERE,2013,33,23,2,33,0,33,31,21,10,7,7,58,180,397,199,198,352,30,93,2,3,641,14,167,5,127,0,12,1626,3843
Karnataka,DHARWAD COMMR.,2013,19,50,0,16,0,16,99,75,24,7,7,65,184,393,201,192,157,14,180,1,9,221,4,37,5,85,0,9,881,2443
Karnataka,DHARWAD RURAL,2013,25,42,2,18,0,18,13,0,13,1,0,5,38,54,18,36,85,8,19,0,5,146,1,34,0,27,0,4,711,1238
Karnataka,GADAG,2013,24,25,0,18,0,18,13,10,3,1,0,12,39,75,39,36,104,2,27,0,5,130,1,40,0,36,0,140,400,1092
Karnataka,GULBARGA,2013,88,118,7,54,0,54,60,46,14,13,12,62,195,274,129,145,470,4,79,1,19,781,8,125,0,122,0,18,2014,4524
Karnataka,HASSAN,2013,57,92,4,61,0,61,57,47,10,3,1,52,224,415,227,188,170,12,114,2,19,1275,12,182,0,157,0,0,2524,5433
Karnataka,HAVERI,2013,16,31,0,18,0,18,14,0,14,5,1,20,76,145,81,64,254,12,49,0,0,251,1,80,0,55,0,239,890,2157
Karnataka,K.G.F.,2013,12,31,0,23,0,23,12,7,5,3,0,15,67,62,30,32,50,0,29,0,0,151,6,13,0,15,0,0,333,822
Karnataka,KODAGU,2013,30,33,1,26,0,26,23,17,6,3,0,17,107,128,25,103,48,3,54,0,2,462,2,40,2,41,0,3,682,1707
Karnataka,KOLAR,2013,45,43,0,20,0,20,10,9,1,5,0,50,99,187,71,116,251,2,75,0,8,327,3,25,0,25,0,14,1086,2275
Karnataka,KOPPAL,2013,22,14,0,22,0,22,14,0,14,3,0,7,49,84,53,31,138,3,54,0,0,206,0,39,0,59,0,0,1018,1732
Karnataka,MANDYA,2013,50,76,3,31,0,31,74,64,10,9,3,67,221,559,213,346,305,12,120,1,25,1175,19,221,4,160,0,0,2409,5544
Karnataka,MANGALORE CITY,2013,25,32,0,20,0,20,12,6,6,9,0,67,164,241,130,111,118,8,248,1,2,311,1,54,5,65,0,22,1467,2872
Karnataka,MYSORE COMMR.,2013,30,28,2,19,0,19,22,16,6,11,2,151,125,580,424,156,71,17,236,8,0,341,12,11,1,43,0,0,1206,2916
Karnataka,MYSORE RURAL,2013,66,45,2,26,0,26,55,6,49,8,2,34,220,341,143,198,258,6,98,2,16,869,14,69,0,64,0,0,1921,4116
Karnataka,RAICHUR,2013,47,46,0,43,0,43,24,12,12,8,0,13,67,156,78,78,294,8,108,2,4,639,3,156,0,162,0,8,1274,3062
Karnataka,RAILWAYS,2013,18,4,0,1,0,1,3,0,3,7,0,65,2,726,8,718,0,1,8,4,0,16,2,3,0,0,0,7,46,913
Karnataka,RAMANAGAR,2013,51,71,1,21,0,21,43,41,2,19,9,92,273,507,271,236,250,10,68,2,53,620,11,141,0,57,0,0,2064,4363
Karnataka,SHIMOGA,2013,44,65,2,43,0,43,67,51,16,10,7,66,191,340,147,193,330,14,217,1,15,1367,5,267,4,300,0,8,2580,5943
Karnataka,TUMKUR,2013,58,49,2,37,0,37,41,16,25,10,7,90,210,421,198,223,201,26,157,0,18,741,14,206,0,87,0,32,2422,4829
Karnataka,UDUPI,2013,20,26,0,22,0,22,23,11,12,7,3,41,110,120,45,75,128,6,146,0,7,332,2,67,0,78,0,5,1524,2667
